Index,Cosine Similarity
1,0.9999999403953552
2,1.0
3,1.0
4,1.0000001192092896
5,1.0
6,1.0
7,1.0
8,1.0
9,0.9999999403953552
10,1.0
11,1.0
12,1.0
13,0.9999999403953552
14,0.9999999403953552
15,1.0
16,0.9999999403953552
17,0.9999999403953552
18,1.0
19,0.9999998807907104
20,1.0
21,0.9999998807907104
22,1.0
23,1.0
24,1.0
25,1.0
26,0.9999999403953552
27,0.9999999403953552
28,1.0
29,1.0
30,0.9999998807907104
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,0.9999999403953552
39,1.0
40,0.9999999403953552
41,0.9999998807907104
42,1.0000001192092896
43,0.9999998807907104
44,1.0
45,1.0
46,1.0
47,1.0
48,1.0
49,0.9999999403953552
50,1.0000001192092896
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,0.9999998807907104
57,1.0
58,1.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,0.9999998211860657
67,1.0
68,1.0
69,1.0
70,1.0000001192092896
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,0.9999998807907104
77,0.9999999403953552
78,0.9999999403953552
79,1.0
80,1.0
81,0.9999999403953552
82,1.0
83,0.9999998807907104
84,1.0000001192092896
85,0.9999998807907104
86,1.0
87,1.0
88,0.9999998807907104
89,1.0
90,0.9999998807907104
91,1.0
92,0.9999999403953552
93,0.9999998807907104
94,1.0
95,1.0
96,1.0
97,1.0
98,1.0
99,1.0000001192092896
100,0.9999999403953552
101,1.0
102,1.0
103,0.9999999403953552
104,1.0
105,1.0000001192092896
106,0.9999998211860657
107,1.0
108,1.0
109,1.0
110,1.0
111,0.9999999403953552
112,1.0
113,1.0
114,1.0000001192092896
115,1.0
116,1.0
117,1.0000001192092896
118,1.0
119,1.0
120,0.9999999403953552
121,1.0
122,1.0
123,1.0
124,1.0
125,1.0
126,1.0000001192092896
127,1.0000001192092896
128,1.0
129,1.0
130,1.0
131,1.0
132,1.0
133,1.0
134,0.9999999403953552
135,0.9999998807907104
136,0.9999999403953552
137,1.0
138,0.9999998807907104
139,1.0
140,0.9999998807907104
141,1.0
142,0.9999998807907104
143,1.0
144,1.0
145,1.0
146,1.0
147,1.0
148,0.9999999403953552
149,0.9999998807907104
150,0.9999998807907104
151,1.0
152,1.0
153,0.9999999403953552
154,1.0
155,1.0000001192092896
156,1.0
157,1.0000001192092896
158,1.0
159,1.0
160,1.0
161,1.0
162,1.0
163,1.0
164,1.0
165,1.0000001192092896
166,0.9999999403953552
167,1.0
168,1.0
169,0.9999999403953552
170,1.0
171,1.0
172,0.9999998807907104
173,0.9999999403953552
174,1.0
175,1.0000001192092896
176,1.0000001192092896
177,1.0
178,1.0000001192092896
179,1.0
180,1.0
181,1.0000001192092896
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,1.0
188,0.9999998807907104
189,1.0
190,0.9999998807907104
191,1.0
192,1.0
193,1.0
194,1.0
195,0.9999999403953552
196,1.0
197,1.0000001192092896
198,0.9999999403953552
199,0.9999999403953552
200,1.0
201,1.0
202,1.0
203,0.9999999403953552
204,1.0
205,0.9999999403953552
206,1.0
207,1.0
208,1.0000001192092896
209,0.9999998211860657
210,1.0
211,1.0
212,1.0000001192092896
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.0
219,1.0000001192092896
220,1.0
221,1.0
222,0.9999999403953552
223,1.0000001192092896
224,0.9999999403953552
225,1.0
226,1.0
227,1.0
228,1.0
229,0.9999999403953552
230,0.9999998807907104
231,1.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,0.9999999403953552
239,1.0
240,1.0
241,1.0
242,1.0
243,1.0
244,1.0
245,1.0
246,0.9999998807907104
247,1.0
248,0.9999999403953552
249,1.0
250,0.9999999403953552
251,1.0
252,1.0
253,0.9999999403953552
254,1.0
255,0.9999998807907104
256,1.0000001192092896
257,1.0
258,1.0
259,1.0
260,1.0
261,1.0
262,1.0000001192092896
263,1.0
264,0.9999999403953552
265,1.0
266,1.0
267,0.9999999403953552
268,0.9999999403953552
269,1.0
270,1.0
271,1.0000001192092896
272,1.0
273,1.0
274,0.9999998807907104
275,1.0
276,1.0000001192092896
277,1.0
278,1.0
279,1.0000001192092896
280,1.000000238418579
281,1.0
282,0.9999999403953552
283,0.9999999403953552
284,1.0
285,1.0
286,1.0000001192092896
287,1.0
288,1.0
289,1.0
290,1.0
291,1.0
292,0.9999999403953552
293,1.0000001192092896
294,1.0000001192092896
295,1.0
296,1.0
297,1.0
298,1.0
299,1.0000001192092896
300,0.9999999403953552
301,1.0000001192092896
302,0.9999999403953552
303,0.9999999403953552
304,1.0
305,1.0
306,1.0
307,0.9999998807907104
308,0.9999999403953552
309,0.9999999403953552
310,1.0
311,0.9999998807907104
312,1.0000001192092896
313,1.0
314,1.0
315,1.0
316,1.0
317,0.9999999403953552
318,0.9999998807907104
319,1.0
320,1.0
321,1.0
322,0.9999999403953552
323,1.0
324,1.0
325,0.9999999403953552
326,0.9999998807907104
327,0.9999998807907104
328,0.9999999403953552
329,0.9999999403953552
330,1.0
331,1.0
332,1.0
333,0.9999999403953552
334,1.0
335,0.9999999403953552
336,1.0
337,1.0
338,1.0
339,1.0
340,1.0
341,0.9999999403953552
342,1.0
343,0.9999999403953552
344,1.0
345,1.0
346,1.0
347,1.0
348,1.0
349,1.0
350,0.9999999403953552
351,1.0
352,1.0
353,1.0000001192092896
354,1.0
355,1.0
356,1.0
357,1.0000001192092896
358,1.0
359,1.0
360,1.0
361,1.0
362,1.0
363,1.0
364,1.000000238418579
365,1.0
366,1.0
367,1.0
368,0.9999998807907104
369,1.0
370,1.0
371,1.0
372,1.0
373,0.9999999403953552
374,1.0
375,1.0
376,1.0
377,0.9999998807907104
378,0.9999999403953552
379,0.9999998807907104
380,1.0
381,1.0000001192092896
382,1.0
383,1.0
384,1.0000001192092896
385,0.9999999403953552
386,0.9999999403953552
387,1.0
388,1.0
389,1.0
390,1.0
391,1.0
392,1.0
393,1.0000001192092896
394,1.0
395,1.0
396,1.0
397,1.0
398,1.0
399,1.0
400,1.0
401,1.0
402,1.0
403,1.0
404,1.0
405,1.0000001192092896
406,1.0
407,1.0000001192092896
408,1.0
409,1.0
410,1.0
411,1.0
412,0.9999998807907104
413,1.0
414,0.9999999403953552
415,0.9999999403953552
416,1.0
417,0.9999998807907104
418,1.0
419,1.0
420,1.0000001192092896
421,1.0
422,0.9999999403953552
423,1.0
424,1.0
425,1.0
426,1.0
427,1.0000001192092896
428,0.9999998807907104
429,0.9999999403953552
430,1.0000001192092896
431,0.9999999403953552
432,1.0
433,1.0000001192092896
434,0.9999999403953552
435,1.0
436,1.0
437,0.9999999403953552
438,1.0
439,0.9999999403953552
440,0.9999999403953552
441,1.0
442,1.0
443,1.0
444,1.0
445,1.0
446,1.0
447,0.9999998807907104
448,0.9999999403953552
449,1.0
450,1.0
451,0.9999999403953552
452,0.9999999403953552
453,1.0
454,1.0000001192092896
455,0.9999998807907104
456,1.0000001192092896
457,0.9999999403953552
458,1.0
459,1.0
460,1.0
461,1.0
462,1.0
463,1.0
464,1.0
465,1.0
466,1.0
467,1.0
468,1.0
469,1.0
470,1.0
471,0.9999999403953552
472,1.0000001192092896
473,1.0
474,0.9999999403953552
475,1.0
476,1.0
477,1.0
478,1.0
479,1.0000001192092896
480,0.9999999403953552
481,1.0000001192092896
482,1.0000001192092896
483,0.9999999403953552
484,1.0
485,1.0
486,1.0
487,1.0
488,1.0000001192092896
489,1.0
490,1.0
491,0.9999998807907104
492,1.0
493,0.9999999403953552
494,1.0
495,1.0
496,0.9999999403953552
497,1.0
498,0.9999998807907104
499,1.0
500,0.9999998807907104
501,1.0
502,0.9999999403953552
503,0.9999998211860657
504,1.0
505,0.9999998807907104
506,0.9999998807907104
507,1.0
508,1.0
509,0.9999999403953552
510,1.0
511,1.0000001192092896
512,1.0
513,0.9999999403953552
514,0.9999999403953552
515,1.0000001192092896
516,1.0
517,0.9999999403953552
518,1.0000001192092896
519,1.0
520,0.9999998807907104
521,1.0000001192092896
522,1.0
523,1.0
524,1.0
525,0.9999999403953552
526,1.0
527,0.9999998211860657
528,1.0000001192092896
529,1.0
530,1.0
531,1.0
532,1.0
533,1.000000238418579
534,1.0
535,1.0
536,0.9999998807907104
537,1.0
538,1.0
539,0.9999999403953552
540,1.0
541,0.9999999403953552
542,1.0
543,1.0
544,1.0
545,1.0
546,1.0
547,0.9999999403953552
548,0.9999999403953552
549,1.0
550,1.0
551,1.0
552,0.9999998807907104
553,1.0
554,1.0
555,0.9999999403953552
556,0.9999998807907104
557,1.0
558,0.9999999403953552
559,1.0
560,1.0
561,1.0
562,1.0
563,0.9999999403953552
564,1.0000001192092896
565,0.9999998807907104
566,0.9999999403953552
567,0.9999998807907104
568,1.0
569,1.0000001192092896
570,1.0
571,1.0
572,1.0
573,0.9999999403953552
574,0.9999999403953552
575,0.9999998807907104
576,1.0
577,1.0
578,0.9999999403953552
579,0.9999999403953552
580,1.0
581,0.9999999403953552
582,1.0
583,1.0
584,1.0
585,0.9999998807907104
586,1.0000001192092896
587,0.9999998807907104
588,0.9999998807907104
589,0.9999998807907104
590,1.0
591,1.0
592,0.9999999403953552
593,0.9999999403953552
594,1.0
595,0.9999998807907104
596,0.9999999403953552
597,1.0
598,0.9999999403953552
599,0.9999998807907104
600,1.0
601,1.0
602,1.0
603,0.9999999403953552
604,0.9999999403953552
605,1.0
606,0.9999998807907104
607,1.0000001192092896
608,0.9999999403953552
609,1.0
610,1.0
611,1.0
612,0.9999999403953552
613,1.0
614,1.0
615,0.9999998807907104
616,1.0
617,1.0
618,1.0
619,0.9999999403953552
620,1.0
621,0.9999999403953552
622,0.9999999403953552
623,1.0
624,1.0
625,1.0
626,0.9999999403953552
627,0.9999999403953552
628,0.9999999403953552
629,1.0
630,1.0
631,0.9999999403953552
632,1.0
633,0.9999999403953552
634,1.0
635,1.0000001192092896
636,1.0
637,1.0
638,1.0
639,1.0
640,0.9999998807907104
641,0.9999999403953552
642,0.9999999403953552
643,1.0000001192092896
644,0.9999998807907104
645,1.0
646,1.0
647,1.0000001192092896
648,0.9999998807907104
649,0.9999998807907104
650,1.0
651,1.0
652,1.0
653,1.0
654,0.9999998807907104
655,1.0
656,0.9999998807907104
657,1.0
658,1.0
659,1.0000001192092896
660,1.0
661,0.9999999403953552
662,1.0
663,0.9999999403953552
664,0.9999998807907104
665,1.0
666,0.9999999403953552
667,1.0
668,1.0000001192092896
669,0.9999999403953552
670,1.0
671,0.9999998807907104
672,1.0
673,1.0
674,1.0
675,0.9999999403953552
676,1.0000001192092896
677,1.0
678,1.0
679,0.9999999403953552
680,1.0
681,1.0
682,1.0
683,1.0
684,1.0000001192092896
685,1.0
686,1.0
687,1.0
688,1.0
689,1.0
690,1.0
691,1.0
692,1.0
693,1.0000001192092896
694,1.0
695,1.0
696,0.9999999403953552
697,1.0000001192092896
698,1.0
699,1.0
700,1.0
701,1.0
702,1.0
703,1.0
704,0.9999999403953552
705,1.0
706,0.9999998807907104
707,1.0
708,1.0
709,1.0
710,1.0
711,1.0000001192092896
712,1.0000001192092896
713,1.0
714,1.0
715,1.0
716,0.9999998807907104
717,1.0
718,1.0
719,0.9999998807907104
720,1.0
721,0.9999999403953552
722,0.9999999403953552
723,1.0
724,1.0
725,1.0
726,0.9999999403953552
727,0.9999998807907104
728,1.0
729,0.9999999403953552
730,1.000000238418579
731,1.0
732,1.0
733,1.0
734,0.9999999403953552
735,1.0
736,0.9999999403953552
737,0.9999999403953552
738,1.0
739,0.9999999403953552
740,1.0
741,1.0
742,1.0
743,1.0
744,0.9999998807907104
745,1.0
746,0.9999999403953552
747,0.9999999403953552
748,1.0
749,1.0
750,1.0
751,1.0
752,1.0
753,1.0
754,1.0
755,0.9999998807907104
756,0.9999999403953552
757,0.9999999403953552
758,1.0000001192092896
759,0.9999999403953552
760,1.0
761,1.0
762,1.0
763,1.0
764,1.0
765,1.0
766,1.0
767,1.0
768,1.0
769,0.9999999403953552
770,1.0000001192092896
771,1.0
772,0.9999998807907104
773,1.0
774,0.9999999403953552
775,1.0
776,0.9999998807907104
777,0.9999998807907104
778,0.9999999403953552
779,1.0
780,1.0
781,0.9999998807907104
782,1.0
783,0.9999998807907104
784,1.0
785,0.9999998807907104
786,0.9999999403953552
787,1.0
788,0.9999999403953552
789,1.0
790,1.0
791,1.0
792,0.9999999403953552
793,1.0
794,1.0
795,1.0000001192092896
796,0.9999999403953552
797,0.9999999403953552
798,1.0
799,1.0
800,1.0
801,1.0
802,1.0
803,1.0
804,1.0
805,1.0
806,0.9999999403953552
807,0.9999999403953552
808,0.9999999403953552
809,1.0
810,1.0
811,0.9999998807907104
812,0.9999999403953552
813,0.9999998211860657
814,1.0000001192092896
815,1.0
816,1.0
817,1.0
818,0.9999999403953552
819,1.0
820,1.0
821,1.0000001192092896
822,1.0
823,1.0
824,1.0
825,1.0
826,0.9999999403953552
827,1.0
828,1.0
829,1.0
830,1.0
831,0.9999998807907104
832,1.0
833,1.0000001192092896
834,0.9999999403953552
835,1.0000001192092896
836,1.0
837,1.0
838,1.0
839,1.0
840,1.0
841,0.9999998807907104
842,1.0
843,1.0
844,1.0
845,1.0
846,0.9999999403953552
847,0.9999999403953552
848,1.0
849,1.0
850,1.0
851,1.0
852,1.0
853,1.0
854,0.9999998807907104
855,0.9999999403953552
856,1.0
857,1.0
858,0.9999999403953552
859,0.9999999403953552
860,0.9999999403953552
861,1.0
862,1.0000001192092896
863,1.0
864,1.0
865,1.0000001192092896
866,1.0
867,1.0
868,1.0
869,1.0
870,1.0000001192092896
871,1.0
872,1.0
873,1.0
874,1.0
875,1.0
876,1.0
877,1.0000001192092896
878,1.0000001192092896
879,0.9999998807907104
880,1.0
881,0.9999999403953552
882,1.000000238418579
883,1.0
884,1.0
885,0.9999999403953552
886,1.0
887,1.0000001192092896
888,1.0000001192092896
889,1.0
890,1.0
891,1.0000001192092896
892,0.9999999403953552
893,0.9999998211860657
894,1.0000001192092896
895,0.9999998807907104
896,1.0
897,0.9999999403953552
898,1.0
899,1.0
900,0.9999999403953552
901,1.0
902,1.0
903,0.9999999403953552
904,1.0
905,1.0
906,1.0000001192092896
907,1.0
908,1.0
909,1.0
910,1.0
911,1.0000001192092896
912,1.0
913,1.0000001192092896
914,1.0
915,1.0
916,1.0
917,1.0000001192092896
918,1.0
919,1.0
920,1.0
921,1.0
922,1.0
923,0.9999999403953552
924,1.0
925,1.0
926,0.9999998211860657
927,1.0
928,1.0
929,1.0
930,0.9999998807907104
931,0.9999999403953552
932,1.0
933,0.9999998807907104
934,1.0
935,1.0
936,0.9999999403953552
937,0.9999998807907104
938,1.0
939,0.9999999403953552
940,0.9999998807907104
941,1.0
942,0.9999999403953552
943,1.0
944,0.9999998807907104
945,1.0
946,1.0
947,1.0
948,1.0
949,1.0
950,1.0
951,1.0
952,0.9999999403953552
953,1.0
954,1.0
955,1.0
956,1.0
957,1.0
958,1.0
959,1.0
960,1.0
961,1.0
962,1.0
963,1.0
964,0.9999999403953552
965,1.0
966,0.9999998807907104
967,0.9999999403953552
968,0.9999999403953552
969,0.9999999403953552
970,1.0
971,1.0
972,1.0
973,0.9999998807907104
974,1.0
975,1.0
976,1.0
977,1.0
978,1.0
979,1.0
980,1.0
981,1.0000001192092896
982,1.0
983,0.9999998807907104
984,0.9999998807907104
985,0.9999999403953552
986,1.0
987,0.9999999403953552
988,1.0
989,1.0
990,1.0
991,0.9999998807907104
992,1.0
993,1.0
994,1.0
995,1.0
996,1.0
997,1.0
998,1.0
999,1.0000001192092896
1000,1.0
1001,1.0000001192092896
1002,1.0
1003,0.9999998807907104
1004,0.9999999403953552
1005,0.9999999403953552
1006,1.0
1007,1.0
1008,1.0
1009,0.9999998807907104
1010,1.0
1011,0.9999998807907104
1012,0.9999998807907104
1013,1.0000001192092896
1014,0.9999998807907104
1015,1.0
1016,0.9999999403953552
1017,1.0
1018,1.0
1019,1.0
1020,1.0
1021,0.9999998807907104
1022,0.9999998807907104
1023,0.9999999403953552
1024,0.9999999403953552
1025,1.0
1026,1.0
1027,1.0
1028,1.0
1029,0.9999999403953552
1030,1.0
1031,1.0
1032,0.9999998807907104
1033,1.0
1034,1.0
1035,1.0
1036,0.9999998807907104
1037,1.0
1038,1.0
1039,1.0
1040,0.9999999403953552
1041,1.0
1042,0.9999999403953552
1043,1.0
1044,1.0
1045,0.9999998807907104
1046,1.0
1047,1.0
1048,0.9999999403953552
1049,0.9999999403953552
1050,1.0
1051,1.0
1052,0.9999999403953552
1053,1.0
1054,1.0
1055,1.0
1056,0.9999998807907104
1057,0.9999999403953552
1058,1.0
1059,0.9999999403953552
1060,1.0
1061,0.9999999403953552
1062,0.9999998807907104
1063,0.9999998807907104
1064,0.9999999403953552
1065,1.0
1066,1.0
1067,0.9999999403953552
1068,0.9999999403953552
1069,0.9999999403953552
1070,1.0
1071,1.0
1072,1.0
1073,1.0
1074,1.0
1075,0.9999999403953552
1076,1.0
1077,0.9999999403953552
1078,1.0
1079,1.0
1080,1.0
1081,1.0
1082,1.0000001192092896
1083,1.0
1084,1.0000001192092896
1085,1.0
1086,0.9999998807907104
1087,1.0
1088,1.0
1089,0.9999999403953552
1090,1.0
1091,1.0
1092,1.0
1093,1.0
1094,1.0
1095,1.0
1096,0.9999998807907104
1097,0.9999999403953552
1098,1.0
1099,1.0
1100,0.9999998807907104
1101,1.0
1102,0.9999999403953552
1103,1.0
1104,1.0
1105,0.9999998807907104
1106,1.0
1107,1.0
1108,0.9999999403953552
1109,0.9999999403953552
1110,1.0
1111,1.0
1112,1.0
1113,1.0000001192092896
1114,1.0
1115,1.0
1116,1.0
1117,1.0
1118,1.0
1119,0.9999999403953552
1120,1.0
1121,1.0000001192092896
1122,0.9999999403953552
1123,1.0
1124,1.0
1125,0.9999999403953552
1126,1.0
1127,1.0
1128,0.9999998807907104
1129,1.0
1130,1.0
1131,1.0
1132,1.0
1133,1.0
1134,0.9999998807907104
1135,1.0
1136,0.9999999403953552
1137,1.0
1138,1.0
1139,0.9999999403953552
1140,1.0
1141,1.0000001192092896
1142,1.0
1143,0.9999999403953552
1144,1.0
1145,0.9999998807907104
1146,1.0
1147,0.9999998807907104
1148,1.0
1149,1.0000001192092896
1150,0.9999998807907104
1151,1.0
1152,1.0
1153,1.0000001192092896
1154,1.0
1155,0.9999998807907104
1156,0.9999999403953552
1157,0.9999998211860657
1158,1.0
1159,1.0
1160,1.0
1161,1.0
1162,0.9999999403953552
1163,0.9999999403953552
1164,1.0000001192092896
1165,0.9999999403953552
1166,1.0
1167,1.0
1168,1.0
1169,0.9999999403953552
1170,1.0
1171,1.0
1172,0.9999998807907104
1173,0.9999999403953552
1174,1.0
1175,1.0000001192092896
1176,0.9999998807907104
1177,0.9999999403953552
1178,1.0
1179,1.0
1180,0.9999999403953552
1181,1.0
1182,1.0
1183,1.0
1184,1.0
1185,1.0000001192092896
1186,1.0
1187,1.0
1188,1.0
1189,1.0
1190,1.0
1191,0.9999999403953552
1192,1.0
1193,1.0
1194,1.0
1195,1.0
1196,1.0
1197,0.9999999403953552
1198,1.0
1199,1.0
1200,0.9999998807907104
1201,0.9999998807907104
1202,0.9999998807907104
1203,1.0000001192092896
1204,1.0000001192092896
1205,1.0
1206,1.0
1207,1.0
1208,1.0
1209,0.9999998807907104
1210,0.9999999403953552
1211,0.9999999403953552
1212,1.0
1213,1.0
1214,1.0000001192092896
1215,1.0000001192092896
1216,0.9999999403953552
1217,1.0000001192092896
1218,1.0
1219,1.0000001192092896
1220,1.0
1221,1.0
1222,1.0000001192092896
1223,1.0
1224,1.0000001192092896
1225,1.0
1226,1.0
1227,1.0
1228,0.9999999403953552
1229,1.0
1230,0.9999999403953552
1231,1.0000001192092896
1232,0.9999998807907104
1233,1.0
1234,1.0
1235,1.0
1236,0.9999998807907104
1237,1.0
1238,1.0000001192092896
1239,1.0000001192092896
1240,1.0
1241,1.0
1242,0.9999999403953552
1243,1.0
1244,0.9999998807907104
1245,1.0
1246,1.0
1247,1.0000001192092896
1248,1.0
1249,1.0
1250,0.9999999403953552
1251,0.9999998807907104
1252,1.0
1253,1.0
1254,0.9999999403953552
1255,1.0
1256,1.0
1257,1.0
1258,1.0000001192092896
1259,1.0
1260,1.0
1261,1.0
1262,1.0
1263,0.9999999403953552
1264,1.0
1265,1.0000001192092896
1266,0.9999998807907104
1267,1.0
1268,1.0
1269,1.0
1270,1.0
1271,1.0
1272,1.0
1273,0.9999998807907104
1274,1.0
1275,1.0
1276,0.9999999403953552
1277,0.9999998807907104
1278,1.0000001192092896
1279,1.0
1280,0.9999999403953552
1281,0.9999999403953552
1282,0.9999999403953552
1283,1.0
1284,1.0
1285,0.9999999403953552
1286,1.0
1287,1.0
